DATE,TIME,q1s,q1t,q2s,q2t,q3s,q3t,q4s,q4t
2016/6/15,22:00,-0.000892802,13.5,-0.000226360,11.7,-0.002198068,14.7,-0.000160617,8.8
2016/6/15,22:30,-0.001057542,13.5,-0.000215401,11.8,-0.001119804,14.0,-0.000765553,8.7
2016/6/15,23:00,-0.001134203,13.7,-0.000148152,11.8,-0.002039595,13.7,-0.000605885,8.6
2016/6/15,23:30,-0.000996618,13.9,-0.000175102,11.8,-0.001215208,13.5,-0.000761323,8.6
2016/6/16,0:00,-0.000535803,14.0,-0.000226814,11.7,-0.001619553,12.9,-0.000926246,8.6
2016/6/16,0:30,-0.000564861,14.0,-0.000259839,11.9,-0.001468834,12.9,-0.000571088,8.6
2016/6/16,1:00,-0.001162211,13.7,-0.000260975,11.8,-0.002069423,12.5,-0.000663371,8.6
2016/6/16,1:30,-0.001086766,13.6,-0.000396658,11.8,-0.001816457,12.5,-0.000757954,8.6
2016/6/16,2:00,-0.001618462,13.4,-0.000621887,11.9,-0.001628284,12.1,-0.000579733,8.5
2016/6/16,2:30,-0.001437557,13.1,-0.000532704,11.9,-0.002058103,12.1,-0.000592660,8.6
2016/6/16,3:00,-0.000903383,12.9,-0.000437787,12.0,-0.001551964,12.1,-0.000544295,8.5
2016/6/16,3:30,0.001002532,13.0,0.000136760,12.1,0.006144358,12.0,0.002180421,8.4
2016/6/16,4:00,0.006993096,13.2,0.004891352,12.0,0.036373565,12.6,0.017282990,8.5
2016/6/16,4:30,0.013508902,13.3,0.010013258,12.0,0.105102475,13.3,0.035858605,8.8
2016/6/16,5:00,0.054953074,13.6,0.015681435,12.1,0.200154402,14.1,0.104045513,9.1
2016/6/16,5:30,0.103566253,13.9,0.021254356,12.2,0.269135272,14.5,0.078807244,9.3
2016/6/16,6:00,0.097674289,14.1,0.040452591,12.3,0.328656754,14.9,0.077328474,9.6
2016/6/16,6:30,0.085580840,14.2,0.055354347,12.5,0.418459951,15.2,0.131196609,10.0
2016/6/16,7:00,0.130919596,14.4,0.058129204,12.7,0.484972955,16.1,0.145217328,10.7
2016/6/16,7:30,0.196451760,15.1,0.074165749,12.7,0.632189777,16.8,0.136256789,11.5
2016/6/16,8:00,0.448376346,16.1,0.091771173,12.8,0.688573174,17.5,0.117062554,12.3
2016/6/16,8:30,0.527417807,17.4,0.102513363,12.8,0.765226549,18.2,0.240569422,13.7
2016/6/16,9:00,0.342448091,16.9,0.088942443,12.6,0.768602102,19.3,0.217135841,14.2
2016/6/16,9:30,0.416435030,17.0,0.076592099,12.7,0.871246430,19.5,0.162093486,13.9
2016/6/16,10:00,0.383890841,17.0,0.080772358,12.8,0.921451018,19.5,0.130126995,13.4
2016/6/16,10:30,0.292038662,16.6,0.077840058,12.2,0.841478834,19.2,0.141550808,12.7
2016/6/16,11:00,0.327777150,16.7,0.083586912,11.8,0.820704761,19.3,0.155665517,12.6
2016/6/16,11:30,0.227468530,15.7,0.069786657,11.7,0.747018244,19.1,0.155014760,12.6
2016/6/16,12:00,0.267469493,15.0,0.058278398,11.6,0.717861888,18.3,0.167481262,12.6
2016/6/16,12:30,0.195964126,14.4,0.048575929,11.9,0.493115825,18.2,0.182729663,12.6
2016/6/16,13:00,0.110377935,14.0,0.038313533,12.1,0.434138335,17.9,0.149279898,12.3
2016/6/16,13:30,0.108610957,14.0,0.031296934,12.0,0.350960930,17.6,0.094239588,12.1
2016/6/16,14:00,0.085309225,14.2,0.029982926,12.4,0.236917028,17.3,0.077861731,11.8
2016/6/16,14:30,0.075372642,14.2,0.024112015,12.8,0.109846886,16.7,0.053460588,11.3
2016/6/16,15:00,0.049317125,14.3,0.024492936,12.9,0.111982590,16.4,0.051234285,11.1
2016/6/16,15:30,0.046364407,14.4,0.020948188,12.9,0.098246670,16.3,0.051044657,11.3
2016/6/16,16:00,0.031812937,14.4,0.015860488,13.2,0.057718306,15.7,0.038804372,11.6
2016/6/16,16:30,0.029327088,14.5,0.014746345,13.5,0.053801746,14.8,0.029519237,11.8
2016/6/16,17:00,0.025723810,14.6,0.016308678,13.2,0.036863181,14.8,0.027295133,11.8
2016/6/16,17:30,0.022177503,14.7,0.010695957,13.1,0.019779913,14.4,0.015223057,12.0
2016/6/16,18:00,0.011506854,14.7,0.005739694,12.8,0.012431006,14.1,0.006551331,12.1
2016/6/16,18:30,0.004045043,14.8,0.002217970,12.8,0.002055448,13.9,0.001511627,12.1
2016/6/16,19:00,-0.000233746,14.8,-0.000149233,13.2,-0.001462938,13.9,0.000090448,11.5
2016/6/16,19:30,-0.000933000,14.7,-0.000418045,13.6,-0.001201296,13.6,-0.000847710,11.2
2016/6/16,20:00,-0.000544473,14.7,-0.000205201,13.5,-0.001454498,13.1,-0.000956809,11.4
2016/6/16,20:30,0.000025219,14.5,-0.000207590,13.6,-0.001816100,13.2,-0.000613976,11.3
2016/6/16,21:00,-0.000180604,14.1,0.000088210,13.4,-0.001381943,13.0,-0.001086015,11.5
2016/6/16,21:30,-0.000908611,14.0,-0.000024610,13.3,-0.000671033,13.1,-0.000643407,11.6
2016/6/16,22:00,-0.000896694,14.0,-0.000150130,13.4,-0.000910175,12.7,0.000079846,11.0
2016/6/16,22:30,-0.000667622,13.8,-0.000168893,13.4,-0.000613621,12.8,-0.000317101,10.7
2016/6/16,23:00,-0.000069923,13.7,-0.000170545,13.5,-0.001585103,12.4,-0.000334536,10.6
2016/6/16,23:30,-0.000602464,13.7,-0.000163209,13.5,-0.001235055,12.4,-0.000674708,10.8
2016/6/17,0:00,-0.000643501,13.7,-0.000067046,13.5,-0.001678500,12.2,-0.000754977,10.9
2016/6/17,0:30,-0.000098172,13.6,-0.000123101,13.5,-0.002064920,12.5,-0.000725867,11.2
2016/6/17,1:00,-0.000099554,13.6,-0.000177315,13.6,-0.002605827,12.3,-0.000509271,11.6
2016/6/17,1:30,-0.000440149,13.6,0.000144069,13.4,-0.002350768,12.0,-0.000418826,11.6
2016/6/17,2:00,-0.000790156,13.7,0.000312942,12.9,-0.002534679,11.7,-0.000202847,11.6
2016/6/17,2:30,-0.000081277,13.8,0.000078540,12.6,-0.002616163,11.7,-0.000632820,11.8
2016/6/17,3:00,-0.000580295,13.7,-0.000031094,12.6,-0.002195092,11.5,-0.000714016,12.0
2016/6/17,3:30,-0.000248727,13.8,0.000014096,12.6,-0.000583960,11.6,-0.000511895,12.2
2016/6/17,4:00,0.002026689,13.9,0.001081757,12.6,0.004061438,11.8,0.000734581,12.3
2016/6/17,4:30,0.008325074,14.0,0.003959247,12.7,0.014508156,12.0,0.003162136,12.1
2016/6/17,5:00,0.009888597,14.2,0.006358708,12.7,0.030173123,12.2,0.005953890,11.8
2016/6/17,5:30,0.007175653,14.4,0.013755578,12.5,0.041786859,12.7,0.014408993,11.8
2016/6/17,6:00,0.027505675,14.4,0.026208313,12.5,0.058960234,12.8,0.018780893,11.7
2016/6/17,6:30,0.046331618,14.8,0.022014394,12.7,0.068466707,13.1,0.025610520,12.1
2016/6/17,7:00,0.043827790,15.1,0.023713202,12.8,0.091377224,13.2,0.023364832,12.3
2016/6/17,7:30,0.074236841,15.4,0.026716653,12.8,0.101800809,13.4,0.039547285,12.5
2016/6/17,8:00,0.065289881,15.7,0.025174185,12.6,0.124910731,13.3,0.035460341,12.2
2016/6/17,8:30,0.038410915,15.9,0.028560660,12.7,0.130362823,13.4,0.039556671,11.9
2016/6/17,9:00,0.035591301,15.7,0.036938610,12.9,0.102836752,13.1,0.061337469,11.7
2016/6/17,9:30,0.035550410,15.3,0.048677895,12.8,0.130313946,13.3,0.062042731,11.9
2016/6/17,10:00,0.046666306,15.5,0.051718844,12.8,0.149388869,13.4,0.075942049,12.4
2016/6/17,10:30,0.047478886,15.7,0.048815146,12.7,0.146434042,13.5,0.067076549,12.4
2016/6/17,11:00,0.154030634,16.1,0.081134789,12.9,0.153519713,13.5,0.075562108,12.4
2016/6/17,11:30,0.277342657,16.2,0.087908202,13.3,0.153109490,13.3,0.086830643,12.2
2016/6/17,12:00,0.218577357,16.3,0.087975243,13.2,0.155503099,13.4,0.069596225,11.9
2016/6/17,12:30,0.301340699,16.4,0.103052460,13.2,0.107467312,13.7,0.092023235,11.5
2016/6/17,13:00,0.287937544,16.5,0.071033772,13.2,0.153663065,13.7,0.107107980,11.3
2016/6/17,13:30,0.182131154,16.4,0.071162750,13.4,0.097659537,13.4,0.093130550,11.1
2016/6/17,14:00,0.314258471,16.4,0.103427235,13.5,0.101735746,13.4,0.071416599,11.1
2016/6/17,14:30,0.372062870,16.8,0.075969385,13.6,0.067407368,13.1,0.052446382,11.0
2016/6/17,15:00,0.165416068,16.8,0.039042666,13.5,0.107138033,12.6,0.050645842,10.7
2016/6/17,15:30,0.069481099,16.5,0.009580000,13.5,0.084412136,12.6,0.040187726,10.6
2016/6/17,16:00,0.064031272,16.1,0.005158323,13.4,0.079442862,12.3,0.029965879,10.6
2016/6/17,16:30,0.035408294,15.9,0.010376401,13.3,0.050182493,12.3,0.021097065,10.5
2016/6/17,17:00,0.009363266,15.8,0.007554662,13.3,0.024704539,12.6,0.023148117,10.4
2016/6/17,17:30,0.006021610,15.5,0.029492412,13.3,0.020375272,12.5,0.016856540,10.4
2016/6/17,18:00,0.014623997,15.4,0.038092401,13.3,0.009722383,12.4,0.006744502,10.2
2016/6/17,18:30,0.005935464,15.5,0.003339390,13.2,0.005806994,12.3,0.001970140,10.1
2016/6/17,19:00,0.000213098,15.5,0.000637907,13.3,-0.000721400,12.6,-0.000148054,10.0
2016/6/17,19:30,0.000184656,15.4,-0.000138585,13.4,-0.001012198,12.6,-0.000357485,9.9
2016/6/17,20:00,-0.001325045,15.4,0.000053709,13.3,-0.001078288,12.6,-0.000354943,9.9
2016/6/17,20:30,-0.000695494,15.5,0.000088502,13.0,-0.001815568,12.6,-0.000687709,10.1
2016/6/17,21:00,-0.000159494,15.6,-0.000062261,12.9,-0.000011870,12.4,-0.000755439,10.3
2016/6/17,21:30,-0.000424079,15.5,-0.000010210,12.8,-0.001424488,12.2,-0.000643616,10.3
2016/6/17,22:00,-0.000253084,15.4,0.000042783,12.6,-0.000501545,11.9,-0.000623533,10.6
2016/6/17,22:30,-0.000172834,15.3,-0.000114756,12.6,-0.002211912,11.9,-0.000419128,10.6
2016/6/17,23:00,-0.000230732,15.3,-0.000243062,12.9,-0.001017263,12.0,-0.000241216,10.6
2016/6/17,23:30,-0.001160908,15.2,-0.000202389,13.0,-0.001809485,12.3,-0.000390380,10.6
2016/6/18,0:00,-0.001588129,15.2,-0.000189955,13.1,-0.000771400,12.3,-0.000437984,10.6
2016/6/18,0:30,-0.000991284,15.3,-0.000187306,13.2,-0.001815150,12.5,-0.000561615,10.6
2016/6/18,1:00,-0.000754754,15.3,-0.000156344,13.2,-0.000953205,12.4,-0.000585471,10.6
2016/6/18,1:30,-0.000672685,15.2,0.000030044,13.1,-0.002516712,12.6,-0.000536946,10.5
2016/6/18,2:00,-0.000716515,15.1,0.000040622,12.9,-0.001017596,12.0,-0.000534688,10.6
2016/6/18,2:30,-0.000124432,15.0,0.000101985,12.7,-0.001997108,12.3,-0.000341464,10.5
2016/6/18,3:00,-0.000558134,14.6,-0.000028607,12.7,-0.001489183,12.3,-0.000549985,10.5
2016/6/18,3:30,0.000281759,14.0,0.000258635,12.7,0.000520465,12.8,0.000916082,10.5
2016/6/18,4:00,0.005120857,13.6,0.004408808,12.7,0.022130817,12.6,0.007688183,10.5
2016/6/18,4:30,0.018967256,13.6,0.021244769,12.9,0.102190479,13.3,0.030350869,10.4
2016/6/18,5:00,0.025439709,13.6,0.023255991,13.3,0.127785579,14.0,0.034347321,10.7
2016/6/18,5:30,0.029201887,13.4,0.064329341,13.8,0.092875689,14.0,0.044453641,10.8
2016/6/18,6:00,0.054900683,13.2,0.094973027,14.3,0.049886970,14.1,0.067867094,11.1
2016/6/18,6:30,0.065903075,12.9,0.115653351,14.6,0.112296543,14.0,0.115523975,11.4
2016/6/18,7:00,0.163894170,13.0,0.126120496,14.8,0.172368713,14.8,0.162344304,11.8
2016/6/18,7:30,0.209094390,13.1,0.166984449,14.2,0.186497930,14.8,0.122218797,12.2
2016/6/18,8:00,0.370243781,13.7,0.290446567,14.2,0.283848307,15.3,0.106215818,12.4
2016/6/18,8:30,0.336595030,14.0,0.275524683,14.4,0.302669960,16.3,0.101718347,12.4
2016/6/18,9:00,0.457110972,14.4,0.296918073,14.7,0.216023914,16.1,0.199909205,12.6
2016/6/18,9:30,0.539227748,15.0,0.142459679,14.2,0.217634626,16.0,0.302947356,13.0
2016/6/18,10:00,0.715891207,15.6,0.205646926,14.5,0.227786862,16.3,0.309495982,13.4
2016/6/18,10:30,0.589825972,15.7,0.338621433,15.4,0.407847301,17.6,0.288081139,13.7
2016/6/18,11:00,0.588370456,15.7,0.308105863,15.4,0.420095665,17.8,0.286586560,14.0
2016/6/18,11:30,0.676391250,15.8,0.263090201,15.7,0.468117674,17.9,0.268418199,14.0
2016/6/18,12:00,0.720226990,16.3,0.253995513,15.8,0.305148642,17.2,0.185072630,13.9
2016/6/18,12:30,0.648221941,15.8,0.355791722,16.2,0.175071495,16.6,0.183710524,13.3
2016/6/18,13:00,0.724903225,16.1,0.464048326,16.5,0.267696120,16.8,0.180752955,13.1
2016/6/18,13:30,0.523631801,15.6,0.463212223,17.4,0.202430426,17.2,0.205294370,13.1
2016/6/18,14:00,0.585407997,15.9,0.331443532,17.5,0.171745824,17.1,0.155032749,13.1
2016/6/18,14:30,0.524528150,15.7,0.426992662,18.1,0.113088216,16.6,0.176103187,13.1
2016/6/18,15:00,0.405294977,15.8,0.418041839,17.8,0.121441666,16.2,0.144390152,13.0
2016/6/18,15:30,0.343770511,15.2,0.498907117,17.5,0.073114588,15.9,0.113000689,12.7
2016/6/18,16:00,0.227095260,15.0,0.396134149,17.3,0.072487693,14.6,0.098630175,12.6
2016/6/18,16:30,0.182899041,14.6,0.163020035,15.9,0.069490416,13.4,0.059175191,12.1
2016/6/18,17:00,0.140341330,14.4,0.163457596,15.5,0.044729968,12.9,0.048833419,11.6
2016/6/18,17:30,0.086475017,14.0,0.122741585,14.7,0.021041557,12.2,0.023351871,11.3
2016/6/18,18:00,0.045933463,13.6,0.071930564,14.2,0.011134182,11.9,0.010571944,11.1
2016/6/18,18:30,0.023324086,13.5,0.022768552,13.3,0.005146733,12.0,0.002543182,10.9
2016/6/18,19:00,0.002489629,13.4,0.003059356,13.0,-0.000009735,11.6,-0.000333231,10.8
2016/6/18,19:30,-0.000782667,13.4,-0.000893104,12.5,-0.001529793,11.5,-0.000602439,10.8
2016/6/18,20:00,-0.000516907,13.2,-0.001044628,12.4,-0.001250303,11.3,-0.000562941,10.6
2016/6/18,20:30,-0.000468237,13.0,-0.000828015,12.3,-0.001172492,11.1,-0.000655774,10.5
2016/6/18,21:00,-0.001030148,12.9,-0.000588977,12.5,-0.001218086,10.9,-0.000594159,10.3
2016/6/18,21:30,-0.000557844,12.9,-0.000610614,12.4,-0.001059157,10.9,-0.001345729,10.0
2016/6/18,22:00,-0.000946146,12.8,-0.000551212,12.2,-0.000779629,10.8,-0.000905053,9.7
2016/6/18,22:30,-0.000946764,12.7,-0.000428510,12.1,-0.001160993,10.9,-0.001300329,9.5
2016/6/18,23:00,-0.000543384,12.8,-0.000277176,12.2,-0.001393669,11.0,-0.001036722,9.3
2016/6/18,23:30,-0.000754745,12.7,-0.000187058,12.2,-0.000842938,11.0,-0.001377791,9.3
2016/6/19,0:00,-0.000794694,12.7,-0.000052225,12.0,-0.000742470,10.9,-0.000981096,9.2
2016/6/19,0:30,-0.000917955,12.7,-0.000203742,11.7,-0.000703443,10.9,-0.001274918,9.2
2016/6/19,1:00,-0.000982264,12.6,-0.000248529,11.7,-0.000662552,11.0,-0.000958182,9.1
2016/6/19,1:30,-0.000857510,12.7,-0.000251032,11.8,-0.000643633,11.0,-0.001324473,8.9
2016/6/19,2:00,-0.000863453,12.6,-0.000286444,11.8,-0.000953188,11.0,-0.001378941,8.9
2016/6/19,2:30,-0.000856468,12.6,-0.000295994,11.8,-0.000869483,11.0,-0.001197417,8.9
2016/6/19,3:00,-0.000416186,12.6,-0.000231263,11.8,-0.000769509,11.1,-0.000829258,8.9
2016/6/19,3:30,0.000104751,12.6,0.000299889,11.8,0.003135064,11.1,0.000499380,8.8
2016/6/19,4:00,0.006002624,12.5,0.004150410,11.8,0.020269710,11.2,0.006750067,8.8
2016/6/19,4:30,0.020810071,12.4,0.012450509,12.0,0.061215247,11.4,0.018485299,8.9
2016/6/19,5:00,0.046630324,12.5,0.027338302,12.2,0.127311497,12.4,0.031232312,9.1
2016/6/19,5:30,0.066188262,12.6,0.035071751,12.1,0.195678189,13.9,0.041908315,9.2
2016/6/19,6:00,0.083829277,12.7,0.055673803,12.0,0.254416029,14.9,0.070464136,9.5
2016/6/19,6:30,0.156243183,13.1,0.094180463,12.1,0.308104252,15.4,0.097251675,9.9
2016/6/19,7:00,0.200961833,13.7,0.151550886,12.3,0.373557987,16.2,0.100984981,10.2
2016/6/19,7:30,0.152722677,14.1,0.148138356,12.2,0.535582861,16.7,0.110691266,10.6
2016/6/19,8:00,0.187581962,14.3,0.165631047,12.2,0.579497046,17.4,0.187462241,10.9
2016/6/19,8:30,0.162932738,14.2,0.197931330,12.2,0.674266566,18.1,0.196576785,11.7
2016/6/19,9:00,0.208943962,14.4,0.256713322,12.6,0.629605547,18.6,0.210552320,12.3
2016/6/19,9:30,0.247574189,14.9,0.204644838,12.5,0.688390339,19.3,0.206962890,12.8
2016/6/19,10:00,0.362648293,15.2,0.169034618,12.3,0.597459214,19.5,0.128309422,13.1
2016/6/19,10:30,0.505884575,15.7,0.200267338,12.3,0.862343766,20.2,0.124397191,13.4
2016/6/19,11:00,0.509350211,15.8,0.248242728,12.6,0.888608314,20.8,0.156206009,13.7
2016/6/19,11:30,0.519248293,15.8,0.300560079,13.0,0.895784804,21.4,0.180731654,13.9
2016/6/19,12:00,0.711062842,16.3,0.465533166,13.5,0.902479714,21.7,0.333315389,14.9
2016/6/19,12:30,0.625293343,16.9,0.549555079,14.1,0.851618498,21.8,0.442751095,15.7
2016/6/19,13:00,0.640366345,16.9,0.611891100,13.7,0.753523576,21.3,0.537260876,16.0
2016/6/19,13:30,0.621258407,17.4,0.536318416,14.1,0.775488275,22.0,0.550281912,16.4
2016/6/19,14:00,0.503417885,17.5,0.343203987,13.4,0.706541026,21.8,0.444366211,16.4
2016/6/19,14:30,0.481067963,17.7,0.197449127,13.1,0.633116126,21.7,0.449377885,16.6
2016/6/19,15:00,0.361115045,17.0,0.156623427,13.0,0.514770565,21.0,0.337742314,16.4
2016/6/19,15:30,0.261169980,16.3,0.110604653,12.8,0.373946987,20.1,0.162549656,15.6
2016/6/19,16:00,0.210514661,15.7,0.085481403,12.4,0.275114160,19.6,0.083872224,14.9
2016/6/19,16:30,0.148371288,15.3,0.062173207,12.2,0.170083729,19.1,0.059902961,14.5
2016/6/19,17:00,0.090203602,14.5,0.039949507,12.0,0.129588939,18.6,0.041795105,14.3
2016/6/19,17:30,0.062548130,14.0,0.023145712,11.9,0.073674741,17.8,0.023601854,14.1
2016/6/19,18:00,0.030131298,13.7,0.016173663,12.1,0.037351435,17.4,0.010660748,13.9
2016/6/19,18:30,0.015729082,13.7,0.003930281,12.4,0.011583799,17.1,0.002171414,13.8
2016/6/19,19:00,0.002569932,13.6,0.000398427,12.5,0.000506196,17.0,-0.000934670,13.7
2016/6/19,19:30,-0.001028117,13.6,-0.000229211,12.5,-0.001418482,16.8,-0.000857006,13.5
2016/6/19,20:00,-0.001079010,13.6,-0.000242700,12.6,-0.001343885,16.6,-0.001321812,13.5
2016/6/19,20:30,-0.000608478,13.6,-0.000247729,12.6,-0.001701420,16.4,-0.001155888,13.3
2016/6/19,21:00,-0.001268782,13.8,-0.000193457,12.7,-0.001093633,16.4,-0.001412092,13.3
2016/6/19,21:30,-0.000509876,13.8,-0.000282329,13.1,-0.001555517,16.3,-0.001028461,13.2
2016/6/19,22:00,-0.000845760,13.8,-0.000425830,13.4,-0.000999367,16.2,-0.000703611,13.1
2016/6/19,22:30,-0.001127184,14.0,-0.000619430,13.8,-0.001745340,16.0,-0.001216328,13.1
2016/6/19,23:00,-0.000836303,14.3,-0.000446413,13.6,-0.001063530,15.9,-0.000855061,13.1
2016/6/19,23:30,-0.001905971,15.0,-0.000280565,13.4,-0.001015745,15.9,-0.000576429,12.8
2016/6/20,0:00,-0.001192415,15.4,-0.000225609,13.6,-0.000819343,15.6,-0.000954297,12.7
2016/6/20,0:30,-0.000265593,15.2,0.000063959,13.4,-0.001537398,15.4,-0.001202778,12.8
2016/6/20,1:00,-0.000861811,15.0,-0.000025829,13.2,-0.001389162,15.7,-0.000999476,12.8
2016/6/20,1:30,-0.001163077,14.8,-0.000078664,13.2,-0.000324685,15.3,-0.000926122,12.8
2016/6/20,2:00,-0.001248190,14.8,-0.000071309,13.2,-0.002158822,15.3,-0.000969919,12.9
2016/6/20,2:30,-0.002176924,15.1,-0.000196188,13.2,-0.002155077,15.4,-0.000725162,13.0
2016/6/20,3:00,-0.002045171,15.2,-0.000985247,13.7,-0.001148105,15.3,-0.000983702,13.1
2016/6/20,3:30,-0.001772061,15.6,-0.000569188,14.5,-0.000953409,15.3,-0.000686559,13.4
2016/6/20,4:00,0.000480531,15.6,0.000570147,14.3,0.002309801,15.1,0.001972251,13.7
2016/6/20,4:30,0.001134236,15.6,0.002461996,14.5,0.007147197,14.9,0.009256895,14.0
2016/6/20,5:00,0.002708075,16.2,0.008926288,14.5,0.020148866,15.1,0.013455141,14.0
2016/6/20,5:30,0.017124965,16.9,0.018113908,14.5,0.033135223,15.5,0.017525726,14.1
2016/6/20,6:00,0.020217100,17.0,0.029628987,14.4,0.055039870,15.5,0.030724812,14.2
2016/6/20,6:30,0.034456675,17.3,0.063261857,14.8,0.063577974,16.1,0.035655125,14.5
2016/6/20,7:00,0.065338199,17.9,0.035808306,14.6,0.105640029,16.2,0.029550472,14.8
2016/6/20,7:30,0.090534996,18.2,0.021855031,14.8,0.174718121,17.0,0.029494341,14.9
2016/6/20,8:00,0.104345666,18.4,0.035331035,14.9,0.341424369,17.5,0.034812850,14.8
2016/6/20,8:30,0.103332420,18.3,0.057778066,14.9,0.379788763,18.6,0.031631476,14.9
2016/6/20,9:00,0.391673744,19.5,0.032822075,15.3,0.283921466,18.6,0.033192609,14.8
2016/6/20,9:30,0.157168225,20.0,0.057486030,15.8,0.352431930,19.5,0.031972880,14.7
2016/6/20,10:00,0.189126907,19.7,0.045478042,15.2,0.286805663,19.9,0.035852057,14.4
2016/6/20,10:30,0.143814040,19.7,0.029644773,15.0,0.337960474,20.4,0.051422487,14.4
2016/6/20,11:00,0.074587867,18.5,0.041044003,14.6,0.328418578,20.8,0.057590542,14.5
2016/6/20,11:30,0.079515098,18.0,0.056968606,14.6,0.196948660,20.7,0.060754647,14.7
2016/6/20,12:00,0.095290818,17.9,0.050814271,14.5,0.171854653,20.6,0.092543084,15.0
2016/6/20,12:30,0.087852409,17.7,0.054160173,14.6,0.163528659,20.3,0.054118025,15.1
2016/6/20,13:00,0.068132588,17.4,0.044793584,14.6,0.119132859,20.6,0.039291419,14.9
2016/6/20,13:30,0.074696196,17.5,0.073605753,14.6,0.161846002,20.4,0.060915742,14.9
2016/6/20,14:00,0.079719443,17.6,0.060472595,14.2,0.144451655,19.7,0.034629532,14.9
2016/6/20,14:30,0.079937913,17.5,0.059407189,14.0,0.116461182,19.6,0.028553960,14.7
2016/6/20,15:00,0.107497859,17.5,0.043161700,14.2,0.090976011,19.2,0.056356139,14.8
2016/6/20,15:30,0.092870020,17.8,0.043059839,14.1,0.107695112,19.0,0.069366208,14.9
2016/6/20,16:00,0.060229184,17.7,0.042660733,13.9,0.075485956,18.8,0.047078643,14.9
2016/6/20,16:30,0.044081707,17.6,0.021329665,14.0,0.058792983,18.2,0.044298241,15.0
2016/6/20,17:00,0.027033607,17.4,0.019001243,14.3,0.053904254,17.9,0.028762942,15.1
2016/6/20,17:30,0.028910332,17.4,0.011302956,14.6,0.025229312,17.8,0.014866077,15.1
2016/6/20,18:00,0.012056418,17.3,0.005896634,14.5,0.024865817,17.8,0.009283362,14.8
2016/6/20,18:30,0.005386852,17.1,0.003821261,14.3,0.016300119,17.6,0.002572639,14.9
2016/6/20,19:00,0.001188427,17.0,0.000490354,14.6,-0.000172088,17.6,-0.000871302,15.1
2016/6/20,19:30,-0.000927230,16.9,0.000270046,14.4,-0.001496679,17.4,-0.000910636,15.1
2016/6/20,20:00,-0.001493150,17.0,-0.000211103,14.4,-0.001514041,16.9,-0.000836644,14.8
2016/6/20,20:30,-0.001451372,16.9,0.000048183,14.4,-0.001895088,17.4,-0.000854321,14.7
2016/6/20,21:00,-0.001481562,16.9,0.000175361,14.1,-0.001584579,17.4,-0.000828133,14.6
2016/6/20,21:30,-0.001494880,16.8,-0.000022061,14.0,-0.000842269,17.1,-0.001409957,14.8
2016/6/20,22:00,-0.001081126,16.8,-0.000194060,14.1,-0.001083352,16.8,-0.000679786,14.8
2016/6/20,22:30,-0.001589358,16.8,0.000104047,14.0,-0.000133532,16.5,-0.001034214,14.8
2016/6/20,23:00,-0.001612908,16.7,0.000187335,13.8,0.000014245,15.7,-0.000904535,14.8
2016/6/20,23:30,-0.001056206,16.7,0.000009151,13.8,-0.001204201,15.3,-0.000884833,14.8
2016/6/21,0:00,-0.001197723,16.7,0.000010774,13.7,-0.001991447,15.3,-0.001301065,14.8
2016/6/21,0:30,-0.001184183,16.7,0.000065929,13.6,-0.001765913,15.4,-0.001220096,14.8
2016/6/21,1:00,-0.000856143,16.7,0.000223997,13.4,-0.001381896,15.2,-0.001196007,15.0
2016/6/21,1:30,-0.000630831,16.6,0.000190898,13.0,-0.000851272,14.7,-0.001365585,15.1
2016/6/21,2:00,-0.000763470,16.3,-0.000097624,13.0,-0.000522900,14.5,0.000014741,14.5
2016/6/21,2:30,-0.000381711,16.0,-0.000089589,13.1,-0.001248810,14.3,-0.000777842,13.8
2016/6/21,3:00,-0.001168335,15.9,-0.000012665,13.0,-0.001180295,14.2,-0.001010796,13.7
2016/6/21,3:30,-0.000515344,15.9,0.000144312,12.9,0.000927244,14.1,-0.000088587,13.6
2016/6/21,4:00,0.003989672,15.7,0.001711404,12.8,0.028530856,14.2,0.005025645,13.5
2016/6/21,4:30,0.010134269,15.6,0.006911756,12.8,0.056510838,14.3,0.016253571,13.4
2016/6/21,5:00,0.009253640,15.5,0.020248010,12.8,0.133135457,14.8,0.040245483,13.6
2016/6/21,5:30,0.036667426,15.4,0.035952076,13.0,0.194550522,15.9,0.032670787,13.7
2016/6/21,6:00,0.052716898,15.5,0.030918430,13.1,0.277028206,17.3,0.038354764,13.8
2016/6/21,6:30,0.108505925,15.7,0.050743878,13.2,0.443691284,17.8,0.093438795,14.0
2016/6/21,7:00,0.124434016,15.8,0.063656348,13.3,0.500445815,18.5,0.171769063,14.6
2016/6/21,7:30,0.274449333,16.2,0.075028936,13.4,0.311142100,19.6,0.144442424,15.0
2016/6/21,8:00,0.344911083,16.9,0.081298683,13.6,0.368479702,19.7,0.144323655,15.0
2016/6/21,8:30,0.356503078,17.3,0.100187993,13.9,0.437396238,19.5,0.204590185,15.2
2016/6/21,9:00,0.302579562,17.3,0.184752637,14.6,0.322269376,20.5,0.207983106,15.4
2016/6/21,9:30,0.353878627,17.7,0.378910389,15.5,0.632369079,21.1,0.229669543,15.6
2016/6/21,10:00,0.853209641,18.9,0.481688003,16.0,0.640927362,21.3,0.166353295,15.3
2016/6/21,10:30,0.736930693,19.4,0.440293610,16.2,0.535098258,21.5,0.118506297,15.0
