DATE,TIME,S1[MW],S2[MW]
2016/3/31,12:00,145.9,88.0
2016/3/31,12:30,109.8,84.2
2016/3/31,13:00,102.8,77.3
2016/3/31,13:30,141.6,58.2
2016/3/31,14:00,121.1,72.3
2016/3/31,14:30,113.8,58.7
2016/3/31,15:00,81.2,32.7
2016/3/31,15:30,67.8,21.1
2016/3/31,16:00,37.8,11.3
2016/3/31,16:30,18.9,5.5
2016/3/31,17:00,6.7,2.5
2016/3/31,17:30,0.6,0.0
2016/3/31,18:00,0.0,0.0
2016/3/31,18:30,0.0,0.0
2016/3/31,19:00,0.0,0.0
2016/3/31,19:30,0.0,0.0
2016/3/31,20:00,0.0,0.0
2016/3/31,20:30,0.0,0.0
2016/3/31,21:00,0.0,0.0
2016/3/31,21:30,0.0,0.0
2016/3/31,22:00,0.0,0.0
2016/3/31,22:30,0.0,0.0
2016/3/31,23:00,0.0,0.0
2016/3/31,23:30,0.0,0.0
2016/4/1,0:00,0.0,0.0
2016/4/1,0:30,0.0,0.0
2016/4/1,1:00,0.0,0.0
2016/4/1,1:30,0.0,0.0
2016/4/1,2:00,0.0,0.0
2016/4/1,2:30,0.0,0.0
2016/4/1,3:00,0.0,0.0
2016/4/1,3:30,0.0,0.0
2016/4/1,4:00,0.0,0.0
2016/4/1,4:30,0.0,0.0
2016/4/1,5:00,0.0,0.0
2016/4/1,5:30,4.9,1.8
2016/4/1,6:00,25.7,6.7
2016/4/1,6:30,55.5,14.5
2016/4/1,7:00,88.9,24.4
2016/4/1,7:30,120.7,30.2
2016/4/1,8:00,149.2,24.3
2016/4/1,8:30,173.2,28.9
2016/4/1,9:00,187.9,37.7
2016/4/1,9:30,192.7,45.5
2016/4/1,10:00,196.4,44.2
2016/4/1,10:30,197.3,56.6
2016/4/1,11:00,197.3,59.5
2016/4/1,11:30,196.3,64.4
2016/4/1,12:00,195.9,75.8
2016/4/1,12:30,195.3,77.2
2016/4/1,13:00,185.8,81.1
2016/4/1,13:30,167.3,68.5
2016/4/1,14:00,151.4,54.9
2016/4/1,14:30,128.6,44.4
2016/4/1,15:00,99.2,39.3
2016/4/1,15:30,66.2,29.8
2016/4/1,16:00,47.2,20.4
2016/4/1,16:30,28.6,10.4
2016/4/1,17:00,9.7,3.3
2016/4/1,17:30,0.4,0.1
2016/4/1,18:00,0.0,0.0
2016/4/1,18:30,0.0,0.0
2016/4/1,19:00,0.0,0.0
2016/4/1,19:30,0.0,0.0
2016/4/1,20:00,0.0,0.0
2016/4/1,20:30,0.0,0.0
2016/4/1,21:00,0.0,0.0
2016/4/1,21:30,0.0,0.0
2016/4/1,22:00,0.0,0.0
2016/4/1,22:30,0.0,0.0
2016/4/1,23:00,0.0,0.0
2016/4/1,23:30,0.0,0.0
2016/4/2,0:00,0.0,0.0
2016/4/2,0:30,0.0,0.0
2016/4/2,1:00,0.0,0.0
2016/4/2,1:30,0.0,0.0
2016/4/2,2:00,0.0,0.0
2016/4/2,2:30,0.0,0.0
2016/4/2,3:00,0.0,0.0
2016/4/2,3:30,0.0,0.0
2016/4/2,4:00,0.0,0.0
2016/4/2,4:30,0.0,0.0
2016/4/2,5:00,0.0,0.1
2016/4/2,5:30,0.1,2.6
2016/4/2,6:00,2.6,10.3
2016/4/2,6:30,10.3,22.2
2016/4/2,7:00,19.2,31.9
2016/4/2,7:30,31.7,46.2
2016/4/2,8:00,41.4,60.3
2016/4/2,8:30,45.0,61.0
2016/4/2,9:00,62.6,69.7
2016/4/2,9:30,101.4,80.0
2016/4/2,10:00,153.6,84.8
2016/4/2,10:30,137.4,88.3
2016/4/2,11:00,159.0,91.4
2016/4/2,11:30,138.2,92.6
2016/4/2,12:00,124.0,91.1
2016/4/2,12:30,121.5,86.2
2016/4/2,13:00,81.4,83.2
2016/4/2,13:30,79.2,68.9
2016/4/2,14:00,72.1,70.5
2016/4/2,14:30,86.4,62.4
2016/4/2,15:00,51.4,45.0
2016/4/2,15:30,41.2,26.4
2016/4/2,16:00,31.2,16.1
2016/4/2,16:30,32.3,8.0
2016/4/2,17:00,12.8,2.6
2016/4/2,17:30,0.6,0.0
2016/4/2,18:00,0.0,0.0
2016/4/2,18:30,0.0,0.0
2016/4/2,19:00,0.0,0.0
2016/4/2,19:30,0.0,0.0
2016/4/2,20:00,0.0,0.0
2016/4/2,20:30,0.0,0.0
2016/4/2,21:00,0.0,0.0
2016/4/2,21:30,0.0,0.0
2016/4/2,22:00,0.0,0.0
2016/4/2,22:30,0.0,0.0
2016/4/2,23:00,0.0,0.0
2016/4/2,23:30,0.0,0.0
2016/4/3,0:00,0.0,0.0
2016/4/3,0:30,0.0,0.0
2016/4/3,1:00,0.0,0.0
2016/4/3,1:30,0.0,0.0
2016/4/3,2:00,0.0,0.0
2016/4/3,2:30,0.0,0.0
2016/4/3,3:00,0.0,0.0
2016/4/3,3:30,0.0,0.0
2016/4/3,4:00,0.0,0.0
2016/4/3,4:30,0.0,0.0
2016/4/3,5:00,0.0,0.0
2016/4/3,5:30,0.0,0.0
2016/4/3,6:00,0.2,0.6
2016/4/3,6:30,0.3,1.2
2016/4/3,7:00,0.7,1.8
2016/4/3,7:30,1.5,3.5
2016/4/3,8:00,3.1,5.1
2016/4/3,8:30,4.4,7.3
2016/4/3,9:00,6.7,10.9
2016/4/3,9:30,7.1,13.1
2016/4/3,10:00,11.9,13.9
2016/4/3,10:30,22.8,14.6
2016/4/3,11:00,28.7,18.7
2016/4/3,11:30,40.3,22.6
2016/4/3,12:00,22.7,23.6
2016/4/3,12:30,23.5,26.9
2016/4/3,13:00,27.5,25.7
2016/4/3,13:30,32.3,23.0
2016/4/3,14:00,29.1,30.3
2016/4/3,14:30,36.3,32.4
2016/4/3,15:00,39.2,29.5
2016/4/3,15:30,28.7,18.1
2016/4/3,16:00,13.5,11.1
2016/4/3,16:30,5.5,3.7
2016/4/3,17:00,1.7,1.0
2016/4/3,17:30,0.0,0.0
2016/4/3,18:00,0.0,0.0
2016/4/3,18:30,0.0,0.0
2016/4/3,19:00,0.0,0.0
2016/4/3,19:30,0.0,0.0
2016/4/3,20:00,0.0,0.0
2016/4/3,20:30,0.0,0.0
2016/4/3,21:00,0.0,0.0
2016/4/3,21:30,0.0,0.0
2016/4/3,22:00,0.0,0.0
2016/4/3,22:30,0.0,0.0
2016/4/3,23:00,0.0,0.0
2016/4/3,23:30,0.0,0.0
2016/4/4,0:00,0.0,0.0
2016/4/4,0:30,0.0,0.0
2016/4/4,1:00,0.0,0.0
2016/4/4,1:30,0.0,0.0
2016/4/4,2:00,0.0,0.0
2016/4/4,2:30,0.0,0.0
2016/4/4,3:00,0.0,0.0
2016/4/4,3:30,0.0,0.0
2016/4/4,4:00,0.0,0.0
2016/4/4,4:30,0.0,0.0
2016/4/4,5:00,0.0,0.0
2016/4/4,5:30,2.2,0.8
2016/4/4,6:00,13.2,3.4
2016/4/4,6:30,21.9,8.2
2016/4/4,7:00,40.2,12.3
2016/4/4,7:30,52.8,19.3
2016/4/4,8:00,63.4,26.3
2016/4/4,8:30,74.4,33.3
2016/4/4,9:00,86.6,37.9
2016/4/4,9:30,114.1,40.7
2016/4/4,10:00,116.0,46.0
2016/4/4,10:30,89.1,48.8
2016/4/4,11:00,72.2,50.0
2016/4/4,11:30,89.9,48.0
2016/4/4,12:00,126.0,43.6
2016/4/4,12:30,179.1,42.4
2016/4/4,13:00,190.6,41.0
2016/4/4,13:30,187.8,37.9
2016/4/4,14:00,180.4,44.1
2016/4/4,14:30,162.3,47.4
2016/4/4,15:00,134.6,56.2
2016/4/4,15:30,101.5,50.8
2016/4/4,16:00,70.6,37.6
2016/4/4,16:30,36.8,18.2
2016/4/4,17:00,11.5,5.3
2016/4/4,17:30,0.8,0.1
2016/4/4,18:00,0.0,0.0
2016/4/4,18:30,0.0,0.0
2016/4/4,19:00,0.0,0.0
2016/4/4,19:30,0.0,0.0
2016/4/4,20:00,0.0,0.0
2016/4/4,20:30,0.0,0.0
2016/4/4,21:00,0.0,0.0
2016/4/4,21:30,0.0,0.0
2016/4/4,22:00,0.0,0.0
2016/4/4,22:30,0.0,0.0
2016/4/4,23:00,0.0,0.0
2016/4/4,23:30,0.0,0.0
2016/4/5,0:00,0.0,0.0
2016/4/5,0:30,0.0,0.0
2016/4/5,1:00,0.0,0.0
2016/4/5,1:30,0.0,0.0
2016/4/5,2:00,0.0,0.0
2016/4/5,2:30,0.0,0.0
2016/4/5,3:00,0.0,0.0
2016/4/5,3:30,0.0,0.0
2016/4/5,4:00,0.0,0.0
2016/4/5,4:30,0.0,0.0
2016/4/5,5:00,0.2,0.4
2016/4/5,5:30,8.9,5.5
2016/4/5,6:00,34.3,18.4
2016/4/5,6:30,64.0,34.5
2016/4/5,7:00,95.6,53.6
2016/4/5,7:30,124.6,72.4
2016/4/5,8:00,154.4,89.1
2016/4/5,8:30,176.4,101.2
2016/4/5,9:00,191.2,109.3
2016/4/5,9:30,195.7,112.5
2016/4/5,10:00,197.1,111.5
2016/4/5,10:30,197.6,114.4
2016/4/5,11:00,197.7,114.8
2016/4/5,11:30,197.5,114.6
2016/4/5,12:00,197.8,113.9
2016/4/5,12:30,197.3,112.7
2016/4/5,13:00,193.3,110.8
2016/4/5,13:30,187.6,105.9
2016/4/5,14:00,176.0,98.1
2016/4/5,14:30,153.4,86.0
2016/4/5,15:00,124.8,70.0
2016/4/5,15:30,67.6,52.6
2016/4/5,16:00,39.2,34.2
2016/4/5,16:30,16.6,17.4
2016/4/5,17:00,9.1,4.5
2016/4/5,17:30,1.6,0.0
2016/4/5,18:00,0.0,0.0
2016/4/5,18:30,0.0,0.0
2016/4/5,19:00,0.0,0.0
2016/4/5,19:30,0.0,0.0
2016/4/5,20:00,0.0,0.0
2016/4/5,20:30,0.0,0.0
2016/4/5,21:00,0.0,0.0
2016/4/5,21:30,0.0,0.0
2016/4/5,22:00,0.0,0.0
2016/4/5,22:30,0.0,0.0
2016/4/5,23:00,0.0,0.0
2016/4/5,23:30,0.0,0.0
2016/4/6,0:00,0.0,0.0
2016/4/6,0:30,0.0,0.0
2016/4/6,1:00,0.0,0.0
2016/4/6,1:30,0.0,0.0
2016/4/6,2:00,0.0,0.0
2016/4/6,2:30,0.0,0.0
2016/4/6,3:00,0.0,0.0
2016/4/6,3:30,0.0,0.0
2016/4/6,4:00,0.0,0.0
2016/4/6,4:30,0.0,0.0
2016/4/6,5:00,0.3,0.4
2016/4/6,5:30,7.5,6.3
2016/4/6,6:00,25.7,17.6
2016/4/6,6:30,56.7,31.5
2016/4/6,7:00,74.9,50.8
2016/4/6,7:30,128.5,59.0
2016/4/6,8:00,161.5,63.6
2016/4/6,8:30,179.5,71.5
2016/4/6,9:00,189.8,73.8
2016/4/6,9:30,188.5,95.1
2016/4/6,10:00,185.3,92.2
2016/4/6,10:30,191.9,99.1
2016/4/6,11:00,185.9,109.9
2016/4/6,11:30,171.2,109.5
2016/4/6,12:00,178.5,108.8
2016/4/6,12:30,163.6,111.5
2016/4/6,13:00,162.9,109.3
2016/4/6,13:30,163.5,106.6
2016/4/6,14:00,165.0,98.9
2016/4/6,14:30,166.7,87.5
2016/4/6,15:00,140.4,72.2
2016/4/6,15:30,99.5,56.9
2016/4/6,16:00,69.4,37.3
2016/4/6,16:30,38.1,18.6
2016/4/6,17:00,13.1,5.8
2016/4/6,17:30,1.0,0.2
2016/4/6,18:00,0.0,0.0
2016/4/6,18:30,0.0,0.0
2016/4/6,19:00,0.0,0.0
2016/4/6,19:30,0.0,0.0
2016/4/6,20:00,0.0,0.0
2016/4/6,20:30,0.0,0.0
2016/4/6,21:00,0.0,0.0
2016/4/6,21:30,0.0,0.0
2016/4/6,22:00,0.0,0.0
2016/4/6,22:30,0.0,0.0
2016/4/6,23:00,0.0,0.0
2016/4/6,23:30,0.0,0.0
2016/4/7,0:00,0.0,0.0
2016/4/7,0:30,0.0,0.0
2016/4/7,1:00,0.0,0.0
2016/4/7,1:30,0.0,0.0
2016/4/7,2:00,0.0,0.0
2016/4/7,2:30,0.0,0.0
2016/4/7,3:00,0.0,0.0
2016/4/7,3:30,0.0,0.0
2016/4/7,4:00,0.0,0.0
2016/4/7,4:30,0.0,0.0
2016/4/7,5:00,0.5,1.1
2016/4/7,5:30,8.5,8.1
2016/4/7,6:00,20.6,19.8
2016/4/7,6:30,37.7,33.4
2016/4/7,7:00,49.2,48.0
2016/4/7,7:30,65.7,63.5
2016/4/7,8:00,87.9,70.7
2016/4/7,8:30,90.9,79.2
2016/4/7,9:00,105.3,80.6
2016/4/7,9:30,115.7,85.0
2016/4/7,10:00,100.3,86.3
2016/4/7,10:30,104.9,82.7
2016/4/7,11:00,111.2,85.5
2016/4/7,11:30,104.7,81.4
2016/4/7,12:00,126.2,72.4
2016/4/7,12:30,110.7,71.1
2016/4/7,13:00,86.2,68.3
2016/4/7,13:30,56.7,47.1
2016/4/7,14:00,30.2,29.3
2016/4/7,14:30,15.7,11.8
2016/4/7,15:00,11.0,6.6
2016/4/7,15:30,4.8,2.8
2016/4/7,16:00,5.1,1.3
2016/4/7,16:30,3.1,0.4
2016/4/7,17:00,0.1,0.2
2016/4/7,17:30,0.0,0.0
2016/4/7,18:00,0.0,0.0
2016/4/7,18:30,0.0,0.0
2016/4/7,19:00,0.0,0.0
2016/4/7,19:30,0.0,0.0
2016/4/7,20:00,0.0,0.0
2016/4/7,20:30,0.0,0.0
2016/4/7,21:00,0.0,0.0
2016/4/7,21:30,0.0,0.0
2016/4/7,22:00,0.0,0.0
2016/4/7,22:30,0.0,0.0
2016/4/7,23:00,0.0,0.0
2016/4/7,23:30,0.0,0.0
2016/4/8,0:00,0.0,0.0
2016/4/8,0:30,0.0,0.0
2016/4/8,1:00,0.0,0.0
2016/4/8,1:30,0.0,0.0
2016/4/8,2:00,0.0,0.0
2016/4/8,2:30,0.0,0.0
2016/4/8,3:00,0.0,0.0
2016/4/8,3:30,0.0,0.0
2016/4/8,4:00,0.0,0.0
2016/4/8,4:30,0.0,0.0
2016/4/8,5:00,0.0,0.0
2016/4/8,5:30,0.5,1.4
2016/4/8,6:00,2.2,4.7
2016/4/8,6:30,4.7,10.0
2016/4/8,7:00,17.7,13.6
2016/4/8,7:30,30.3,22.8
2016/4/8,8:00,43.9,26.2
2016/4/8,8:30,43.5,32.7
2016/4/8,9:00,69.3,34.6
2016/4/8,9:30,72.4,38.2
2016/4/8,10:00,71.6,43.7
2016/4/8,10:30,50.3,52.2
2016/4/8,11:00,56.2,50.0
2016/4/8,11:30,27.2,50.1
2016/4/8,12:00,30.3,51.3
2016/4/8,12:30,50.0,38.0
2016/4/8,13:00,48.1,39.8
2016/4/8,13:30,36.7,60.2
2016/4/8,14:00,53.1,59.4
2016/4/8,14:30,96.2,36.1
2016/4/8,15:00,80.8,25.2
2016/4/8,15:30,39.5,10.1
2016/4/8,16:00,49.7,8.1
2016/4/8,16:30,13.2,6.9
2016/4/8,17:00,3.5,2.2
2016/4/8,17:30,0.5,0.2
2016/4/8,18:00,0.0,0.0
2016/4/8,18:30,0.0,0.0
2016/4/8,19:00,0.0,0.0
2016/4/8,19:30,0.0,0.0
2016/4/8,20:00,0.0,0.0
2016/4/8,20:30,0.0,0.0
2016/4/8,21:00,0.0,0.0
2016/4/8,21:30,0.0,0.0
2016/4/8,22:00,0.0,0.0
2016/4/8,22:30,0.0,0.0
2016/4/8,23:00,0.0,0.0
2016/4/8,23:30,0.0,0.0
2016/4/9,0:00,0.0,0.0
2016/4/9,0:30,0.0,0.0
2016/4/9,1:00,0.0,0.0
2016/4/9,1:30,0.0,0.0
2016/4/9,2:00,0.0,0.0
2016/4/9,2:30,0.0,0.0
2016/4/9,3:00,0.0,0.0
2016/4/9,3:30,0.0,0.0
2016/4/9,4:00,0.0,0.0
2016/4/9,4:30,0.0,0.0
2016/4/9,5:00,0.1,0.6
2016/4/9,5:30,7.4,4.1
2016/4/9,6:00,29.5,7.6
2016/4/9,6:30,28.1,19.2
2016/4/9,7:00,2.1,40.8
2016/4/9,7:30,27.7,58.7
2016/4/9,8:00,92.6,58.5
2016/4/9,8:30,78.8,34.5
2016/4/9,9:00,121.7,23.8
2016/4/9,9:30,184.6,34.2
2016/4/9,10:00,196.8,41.9
2016/4/9,10:30,196.7,47.3
2016/4/9,11:00,195.2,56.9
2016/4/9,11:30,194.9,75.1
2016/4/9,12:00,180.1,76.7
2016/4/9,12:30,194.2,99.6
2016/4/9,13:00,195.5,102.9
2016/4/9,13:30,191.4,95.1
2016/4/9,14:00,182.1,85.6
2016/4/9,14:30,161.6,75.8
2016/4/9,15:00,135.1,66.3
2016/4/9,15:30,103.3,49.1
2016/4/9,16:00,71.3,31.6
2016/4/9,16:30,40.0,15.9
2016/4/9,17:00,14.5,6.3
2016/4/9,17:30,1.4,0.3
2016/4/9,18:00,0.0,0.0
2016/4/9,18:30,0.0,0.0
2016/4/9,19:00,0.0,0.0
2016/4/9,19:30,0.0,0.0
2016/4/9,20:00,0.0,0.0
2016/4/9,20:30,0.0,0.0
2016/4/9,21:00,0.0,0.0
2016/4/9,21:30,0.0,0.0
2016/4/9,22:00,0.0,0.0
2016/4/9,22:30,0.0,0.0
2016/4/9,23:00,0.0,0.0
2016/4/9,23:30,0.0,0.0
2016/4/10,0:00,0.0,0.0
2016/4/10,0:30,0.0,0.0
2016/4/10,1:00,0.0,0.0
2016/4/10,1:30,0.0,0.0
2016/4/10,2:00,0.0,0.0
2016/4/10,2:30,0.0,0.0
2016/4/10,3:00,0.0,0.0
2016/4/10,3:30,0.0,0.0
2016/4/10,4:00,0.0,0.0
2016/4/10,4:30,0.0,0.0
2016/4/10,5:00,0.4,0.6
2016/4/10,5:30,6.8,6.4
2016/4/10,6:00,36.0,20.3
2016/4/10,6:30,69.3,39.8
2016/4/10,7:00,102.6,59.2
2016/4/10,7:30,133.4,77.7
2016/4/10,8:00,160.3,93.6
2016/4/10,8:30,175.0,105.7
2016/4/10,9:00,178.9,110.7
2016/4/10,9:30,157.6,112.2
2016/4/10,10:00,167.1,113.5
2016/4/10,10:30,128.8,114.0
2016/4/10,11:00,76.6,107.2
2016/4/10,11:30,81.2,107.6
2016/4/10,12:00,154.4,105.7
2016/4/10,12:30,150.6,105.9
2016/4/10,13:00,171.6,107.3
2016/4/10,13:30,185.4,104.2
2016/4/10,14:00,184.2,97.6
2016/4/10,14:30,163.0,85.8
2016/4/10,15:00,128.8,70.8
2016/4/10,15:30,93.4,53.9
2016/4/10,16:00,63.6,31.0
2016/4/10,16:30,37.1,15.2
2016/4/10,17:00,14.7,5.3
2016/4/10,17:30,1.8,0.3
2016/4/10,18:00,0.0,0.0
2016/4/10,18:30,0.0,0.0
2016/4/10,19:00,0.0,0.0
2016/4/10,19:30,0.0,0.0
2016/4/10,20:00,0.0,0.0
2016/4/10,20:30,0.0,0.0
2016/4/10,21:00,0.0,0.0
2016/4/10,21:30,0.0,0.0
2016/4/10,22:00,0.0,0.0
2016/4/10,22:30,0.0,0.0
2016/4/10,23:00,0.0,0.0
2016/4/10,23:30,0.0,0.0
2016/4/11,0:00,0.0,0.0
2016/4/11,0:30,0.0,0.0
2016/4/11,1:00,0.0,0.0
2016/4/11,1:30,0.0,0.0
2016/4/11,2:00,0.0,0.0
2016/4/11,2:30,0.0,0.0
2016/4/11,3:00,0.0,0.0
2016/4/11,3:30,0.0,0.0
2016/4/11,4:00,0.0,0.0
2016/4/11,4:30,0.0,0.0
2016/4/11,5:00,0.9,0.5
2016/4/11,5:30,9.3,4.6
2016/4/11,6:00,38.3,10.4
2016/4/11,6:30,68.4,14.5
2016/4/11,7:00,103.2,20.7
2016/4/11,7:30,134.2,28.2
2016/4/11,8:00,163.8,30.3
2016/4/11,8:30,180.0,33.2
2016/4/11,9:00,185.5,53.7
2016/4/11,9:30,195.1,58.9
2016/4/11,10:00,187.9,64.8
2016/4/11,10:30,163.7,78.6
2016/4/11,11:00,135.9,84.6
2016/4/11,11:30,152.5,63.2
2016/4/11,12:00,161.8,58.5
2016/4/11,12:30,98.1,45.2
2016/4/11,13:00,171.6,64.3
2016/4/11,13:30,138.4,47.8
2016/4/11,14:00,144.4,33.8
2016/4/11,14:30,83.2,33.5
2016/4/11,15:00,91.6,28.2
2016/4/11,15:30,56.6,21.7
2016/4/11,16:00,44.8,11.2
2016/4/11,16:30,18.7,3.6
2016/4/11,17:00,16.0,1.3
2016/4/11,17:30,1.9,0.0
2016/4/11,18:00,0.0,0.0
2016/4/11,18:30,0.0,0.0
2016/4/11,19:00,0.0,0.0
2016/4/11,19:30,0.0,0.0
2016/4/11,20:00,0.0,0.0
2016/4/11,20:30,0.0,0.0
2016/4/11,21:00,0.0,0.0
2016/4/11,21:30,0.0,0.0
2016/4/11,22:00,0.0,0.0
2016/4/11,22:30,0.0,0.0
2016/4/11,23:00,0.0,0.0
2016/4/11,23:30,0.0,0.0
2016/4/12,0:00,0.0,0.0
2016/4/12,0:30,0.0,0.0
2016/4/12,1:00,0.0,0.0
2016/4/12,1:30,0.0,0.0
2016/4/12,2:00,0.0,0.0
2016/4/12,2:30,0.0,0.0
2016/4/12,3:00,0.0,0.0
2016/4/12,3:30,0.0,0.0
2016/4/12,4:00,0.0,0.0
2016/4/12,4:30,0.0,0.0
2016/4/12,5:00,0.1,0.8
2016/4/12,5:30,1.1,7.2
2016/4/12,6:00,4.1,19.9
2016/4/12,6:30,7.3,36.8
2016/4/12,7:00,15.8,53.4
2016/4/12,7:30,44.6,65.5
2016/4/12,8:00,83.3,84.8
2016/4/12,8:30,127.2,99.1
2016/4/12,9:00,176.1,98.1
2016/4/12,9:30,188.2,104.1
2016/4/12,10:00,175.1,101.6
2016/4/12,10:30,168.1,99.8
2016/4/12,11:00,156.3,103.8
2016/4/12,11:30,125.1,103.5
2016/4/12,12:00,103.7,105.1
2016/4/12,12:30,108.1,106.7
2016/4/12,13:00,122.5,108.7
2016/4/12,13:30,125.4,107.3
2016/4/12,14:00,96.5,96.8
2016/4/12,14:30,104.2,83.0
2016/4/12,15:00,81.1,68.5
2016/4/12,15:30,62.4,53.8
2016/4/12,16:00,44.8,33.5
2016/4/12,16:30,28.2,16.6
2016/4/12,17:00,8.6,4.6
2016/4/12,17:30,1.1,0.4
2016/4/12,18:00,0.0,0.0
2016/4/12,18:30,0.0,0.0
2016/4/12,19:00,0.0,0.0
2016/4/12,19:30,0.0,0.0
2016/4/12,20:00,0.0,0.0
2016/4/12,20:30,0.0,0.0
2016/4/12,21:00,0.0,0.0
2016/4/12,21:30,0.0,0.0
2016/4/12,22:00,0.0,0.0
2016/4/12,22:30,0.0,0.0
2016/4/12,23:00,0.0,0.0
2016/4/12,23:30,0.0,0.0
2016/4/13,0:00,0.0,0.0
2016/4/13,0:30,0.0,0.0
2016/4/13,1:00,0.0,0.0
2016/4/13,1:30,0.0,0.0
2016/4/13,2:00,0.0,0.0
2016/4/13,2:30,0.0,0.0
2016/4/13,3:00,0.0,0.0
2016/4/13,3:30,0.0,0.0
2016/4/13,4:00,0.0,0.0
2016/4/13,4:30,0.0,0.0
2016/4/13,5:00,0.1,0.3
2016/4/13,5:30,1.5,4.6
2016/4/13,6:00,9.5,13.1
2016/4/13,6:30,19.6,23.9
2016/4/13,7:00,43.9,35.7
2016/4/13,7:30,56.2,41.0
2016/4/13,8:00,68.2,54.5
2016/4/13,8:30,70.6,61.9
2016/4/13,9:00,63.6,60.3
2016/4/13,9:30,43.8,59.1
2016/4/13,10:00,50.6,50.6
2016/4/13,10:30,85.9,48.0
2016/4/13,11:00,108.6,37.1
2016/4/13,11:30,85.8,30.4
2016/4/13,12:00,74.4,40.7
2016/4/13,12:30,89.1,35.6
2016/4/13,13:00,105.9,33.2
2016/4/13,13:30,61.1,32.6
2016/4/13,14:00,26.7,32.6
2016/4/13,14:30,24.8,25.2
2016/4/13,15:00,17.8,18.5
2016/4/13,15:30,16.5,16.0
2016/4/13,16:00,3.4,13.3
2016/4/13,16:30,2.1,8.2
2016/4/13,17:00,0.8,1.7
2016/4/13,17:30,0.0,0.1
2016/4/13,18:00,0.0,0.0
2016/4/13,18:30,0.0,0.0
2016/4/13,19:00,0.0,0.0
2016/4/13,19:30,0.0,0.0
2016/4/13,20:00,0.0,0.0
2016/4/13,20:30,0.0,0.0
2016/4/13,21:00,0.0,0.0
2016/4/13,21:30,0.0,0.0
2016/4/13,22:00,0.0,0.0
2016/4/13,22:30,0.0,0.0
2016/4/13,23:00,0.0,0.0
2016/4/13,23:30,0.0,0.0
2016/4/14,0:00,0.0,0.0
2016/4/14,0:30,0.0,0.0
2016/4/14,1:00,0.0,0.0
2016/4/14,1:30,0.0,0.0
2016/4/14,2:00,0.0,0.0
2016/4/14,2:30,0.0,0.0
2016/4/14,3:00,0.0,0.0
2016/4/14,3:30,0.0,0.0
2016/4/14,4:00,0.0,0.0
2016/4/14,4:30,0.0,0.0
2016/4/14,5:00,0.8,1.0
2016/4/14,5:30,6.4,8.3
2016/4/14,6:00,20.6,21.6
2016/4/14,6:30,44.2,38.5
2016/4/14,7:00,39.8,48.6
2016/4/14,7:30,45.4,61.7
2016/4/14,8:00,58.1,79.0
2016/4/14,8:30,105.4,96.5
2016/4/14,9:00,131.3,106.5
2016/4/14,9:30,99.9,106.0
2016/4/14,10:00,122.3,107.6
2016/4/14,10:30,85.7,101.2
2016/4/14,11:00,103.4,107.1
2016/4/14,11:30,127.6,105.9
2016/4/14,12:00,109.1,98.8
2016/4/14,12:30,68.7,101.5
2016/4/14,13:00,94.1,93.9
2016/4/14,13:30,140.4,86.7
2016/4/14,14:00,100.7,80.4
2016/4/14,14:30,65.3,63.0
2016/4/14,15:00,57.3,53.5
2016/4/14,15:30,42.9,40.0
2016/4/14,16:00,38.5,20.1
2016/4/14,16:30,26.6,8.3
2016/4/14,17:00,3.9,3.5
2016/4/14,17:30,0.1,0.1
2016/4/14,18:00,0.0,0.0
2016/4/14,18:30,0.0,0.0
2016/4/14,19:00,0.0,0.0
2016/4/14,19:30,0.0,0.0
2016/4/14,20:00,0.0,0.0
2016/4/14,20:30,0.0,0.0
2016/4/14,21:00,0.0,0.0
2016/4/14,21:30,0.0,0.0
2016/4/14,22:00,0.0,0.0
2016/4/14,22:30,0.0,0.0
2016/4/14,23:00,0.0,0.0
2016/4/14,23:30,0.0,0.0
2016/4/15,0:00,0.0,0.0
2016/4/15,0:30,0.0,0.0
2016/4/15,1:00,0.0,0.0
2016/4/15,1:30,0.0,0.0
2016/4/15,2:00,0.0,0.0
2016/4/15,2:30,0.0,0.0
2016/4/15,3:00,0.0,0.0
2016/4/15,3:30,0.0,0.0
2016/4/15,4:00,0.0,0.0
2016/4/15,4:30,0.0,0.0
2016/4/15,5:00,0.9,0.0
2016/4/15,5:30,6.0,0.5
2016/4/15,6:00,18.1,2.7
2016/4/15,6:30,60.4,6.4
2016/4/15,7:00,80.4,12.6
2016/4/15,7:30,89.1,27.3
2016/4/15,8:00,96.4,34.1
2016/4/15,8:30,107.9,40.8
2016/4/15,9:00,84.7,46.0
2016/4/15,9:30,77.2,50.6
2016/4/15,10:00,83.9,61.9
2016/4/15,10:30,128.2,72.5
2016/4/15,11:00,116.6,73.4
2016/4/15,11:30,141.1,90.2
2016/4/15,12:00,123.4,79.4
2016/4/15,12:30,129.3,76.2
2016/4/15,13:00,113.1,68.7
2016/4/15,13:30,122.3,70.8
2016/4/15,14:00,101.5,69.8
2016/4/15,14:30,130.3,61.6
2016/4/15,15:00,67.2,59.4
2016/4/15,15:30,50.9,48.0
2016/4/15,16:00,39.0,34.5
2016/4/15,16:30,25.5,18.5
2016/4/15,17:00,13.9,7.5
2016/4/15,17:30,2.9,1.1
2016/4/15,18:00,0.0,0.0
2016/4/15,18:30,0.0,0.0
2016/4/15,19:00,0.0,0.0
